city;city_ascii;lat;lng;country;iso2;iso3;admin_name;capital;population;id
Berlin;Berlin;52.5218;13.4015;Germany;DE;DEU;Berlin;primary;3406000;1276451290
Cologne;Cologne;50.9300;6.9500;Germany;DE;DEU;North Rhine-Westphalia;;1004000;1276015998
Munich;Munich;48.1299;11.5750;Germany;DE;DEU;Bavaria;admin;1275000;1276692352
Potsdam;Potsdam;52.4004;13.0700;Germany;DE;DEU;Brandenburg;admin;218095;1276395100
Kiel;Kiel;54.3304;10.1300;Germany;DE;DEU;Schleswig-Holstein;admin;269427;1276305306
Wiesbaden;Wiesbaden;50.0804;8.2500;Germany;DE;DEU;Hesse;admin;617126;1276652118
Magdeburg;Magdeburg;52.1304;11.6200;Germany;DE;DEU;Saxony-Anhalt;admin;229826;1276418236
Bremen;Bremen;53.0800;8.8000;Germany;DE;DEU;Bremen;admin;724909;1276376509
Hannover;Hannover;52.3670;9.7167;Germany;DE;DEU;Lower Saxony;admin;722490;1276457707
Düsseldorf;Dusseldorf;51.2204;6.7800;Germany;DE;DEU;North Rhine-Westphalia;admin;1220000;1276615258
Saarbrücken;Saarbrucken;49.2504;6.9700;Germany;DE;DEU;Saarland;admin;770001;1276419711
Schwerin;Schwerin;53.6333;11.4167;Germany;DE;DEU;Mecklenburg-Western Pomerania;admin;96641;1276221707
Hamburg;Hamburg;53.5500;10.0000;Germany;DE;DEU;Hamburg;admin;1757000;1276041799
Stuttgart;Stuttgart;48.7800;9.2000;Germany;DE;DEU;Baden-Württemberg;admin;2944700;1276171358
Dresden;Dresden;51.0500;13.7500;Germany;DE;DEU;Saxony;admin;617515;1276561036
Erfurt;Erfurt;50.9701;11.0300;Germany;DE;DEU;Thuringia;admin;203254;1276924655
Mainz;Mainz;49.9825;8.2732;Germany;DE;DEU;Rhineland-Palatinate;admin;184997;1276801317
Rostock;Rostock;54.0704;12.1500;Germany;DE;DEU;Mecklenburg-Western Pomerania;;203080;1276210265
Kassel;Kassel;51.3000;9.5000;Germany;DE;DEU;Hesse;minor;289924;1276791686
Dortmund;Dortmund;51.5300;7.4500;Germany;DE;DEU;North Rhine-Westphalia;minor;588462;1276562886
Duisburg;Duisburg;51.4300;6.7500;Germany;DE;DEU;North Rhine-Westphalia;minor;1276757;1276977172
Essen;Essen;51.4500;7.0166;Germany;DE;DEU;North Rhine-Westphalia;minor;1742135;1276769247
Bonn;Bonn;50.7205;7.0800;Germany;DE;DEU;North Rhine-Westphalia;minor;680543;1276807850
Bielefeld;Bielefeld;52.0300;8.5300;Germany;DE;DEU;North Rhine-Westphalia;minor;331906;1276112885
Lübeck;Lubeck;53.8704;10.6700;Germany;DE;DEU;Schleswig-Holstein;minor;235390;1276852342
Flensburg;Flensburg;54.7837;9.4333;Germany;DE;DEU;Schleswig-Holstein;minor;97930;1276853315
Emden;Emden;53.3667;7.2167;Germany;DE;DEU;Lower Saxony;minor;51526;1276309938
Wuppertal;Wuppertal;51.2500;7.1700;Germany;DE;DEU;North Rhine-Westphalia;minor;776525;1276004611
Münster;Munster;51.9704;7.6200;Germany;DE;DEU;North Rhine-Westphalia;minor;270184;1276714504
Osnabrück;Osnabruck;52.2804;8.0500;Germany;DE;DEU;Lower Saxony;minor;231268;1276554949
Göttingen;Gottingen;51.5204;9.9200;Germany;DE;DEU;Lower Saxony;minor;139419;1276211234
Oldenburg;Oldenburg;53.1300;8.2200;Germany;DE;DEU;Lower Saxony;minor;167458;1276946953
Stralsund;Stralsund;54.3004;13.1000;Germany;DE;DEU;Mecklenburg-Western Pomerania;minor;61368;1276640152
Braunschweig;Braunschweig;52.2500;10.5000;Germany;DE;DEU;Lower Saxony;minor;244715;1276941443
Bremerhaven;Bremerhaven;53.5504;8.5800;Germany;DE;DEU;Bremen;minor;137751;1276991229
Freiburg;Freiburg;48.0004;7.8699;Germany;DE;DEU;Baden-Württemberg;minor;254889;1276371228
Karlsruhe;Karlsruhe;49.0000;8.4000;Germany;DE;DEU;Baden-Württemberg;minor;377487;1276923210
Heidelberg;Heidelberg;49.4200;8.7000;Germany;DE;DEU;Baden-Württemberg;minor;426590;1276519742
Ingolstadt;Ingolstadt;48.7704;11.4500;Germany;DE;DEU;Bavaria;minor;163325;1276803150
Passau;Passau;48.5670;13.4666;Germany;DE;DEU;Bavaria;minor;50560;1276123699
Rosenheim;Rosenheim;47.8503;12.1333;Germany;DE;DEU;Bavaria;minor;92809;1276301675
Augsburg;Augsburg;48.3500;10.9000;Germany;DE;DEU;Bavaria;minor;358989;1276314100
Regensburg;Regensburg;49.0204;12.1200;Germany;DE;DEU;Bavaria;minor;164359;1276000325
Würzburg;Wurzburg;49.8004;9.9500;Germany;DE;DEU;Bavaria;minor;168561;1276233514
Coburg;Coburg;50.2666;10.9666;Germany;DE;DEU;Bavaria;minor;61054;1276428862
Hof;Hof;50.3170;11.9167;Germany;DE;DEU;Bavaria;minor;56153;1276561363
Ulm;Ulm;48.4004;10.0000;Germany;DE;DEU;Baden-Württemberg;minor;172955;1276002212
Nürnberg;Nurnberg;49.4500;11.0800;Germany;DE;DEU;Bavaria;minor;737304;1276166609
Fürth;Furth;49.4700;11.0000;Germany;DE;DEU;Bavaria;minor;237844;1276580165
Gießen;Giessen;50.5837;8.6500;Germany;DE;DEU;Hesse;minor;82358;1276576770
Mannheim;Mannheim;49.5004;8.4700;Germany;DE;DEU;Baden-Württemberg;minor;2362000;1276150104
Frankfurt;Frankfurt;50.1000;8.6750;Germany;DE;DEU;Hesse;minor;2895000;1276054552
Koblenz;Koblenz;50.3505;7.6000;Germany;DE;DEU;Rhineland-Palatinate;minor;312633;1276605495
Chemnitz;Chemnitz;50.8300;12.9200;Germany;DE;DEU;Saxony;minor;302643;1276519956
Cottbus;Cottbus;51.7704;14.3300;Germany;DE;DEU;Brandenburg;minor;105067;1276436655
Jena;Jena;50.9304;11.5800;Germany;DE;DEU;Thuringia;minor;104712;1276659978
Gera;Gera;50.8704;12.0700;Germany;DE;DEU;Thuringia;minor;104659;1276548165
Leipzig;Leipzig;51.3354;12.4100;Germany;DE;DEU;Saxony;minor;542529;1276563678
Tadjoura;Tadjoura;11.7833;42.9000;Djibouti;DJ;DJI;Tadjourah;admin;22193;1262504958
Arta;Arta;11.5264;42.8519;Djibouti;DJ;DJI;Arta;admin;;1262889858
Ali Sabih;Ali Sabih;11.1562;42.7125;Djibouti;DJ;DJI;Ali Sabieh;admin;40074;1262104228
Dikhil;Dikhil;11.1040;42.3720;Djibouti;DJ;DJI;Dikhil;admin;12043;1262950337
Djibouti;Djibouti;11.5950;43.1480;Djibouti;DJ;DJI;Djibouti;primary;923000;1262028958
Obock;Obock;11.9734;43.2856;Djibouti;DJ;DJI;Obock;admin;17776;1262002221
Vejle;Vejle;55.7090;9.5350;Denmark;DK;DNK;Syddanmark;admin;51177;1208585023
Hillerød;Hillerod;55.9333;12.3167;Denmark;DK;DNK;Hovedstaden;admin;28313;1208278269
København;Kobenhavn;55.6786;12.5635;Denmark;DK;DNK;Hovedstaden;primary;1085000;1208763942
Viborg;Viborg;56.4333;9.4000;Denmark;DK;DNK;Midtjylland;admin;34831;1208606810
Sorø;Soro;55.4330;11.5667;Denmark;DK;DNK;Sjælland;admin;7167;1208841384
Roskilde;Roskilde;55.6500;12.0833;Denmark;DK;DNK;Sjælland;minor;44285;1208722269
Odense;Odense;55.4004;10.3833;Denmark;DK;DNK;Syddanmark;minor;158222;1208194249
Svendborg;Svendborg;55.0704;10.6167;Denmark;DK;DNK;Syddanmark;minor;29180;1208924964
Esbjerg;Esbjerg;55.4670;8.4500;Denmark;DK;DNK;Syddanmark;minor;72205;1208757169
Århus;Aarhus;56.1572;10.2107;Denmark;DK;DNK;Midtjylland;minor;237551;1208841031
Aalborg;Aalborg;57.0337;9.9166;Denmark;DK;DNK;Nordjylland;admin;122219;1208789278
Frederikshavn;Frederikshavn;57.4337;10.5333;Denmark;DK;DNK;Nordjylland;minor;24103;1208910213
Roseau;Roseau;15.3010;-61.3870;Dominica;DM;DMA;Saint George;primary;23336;1212060440
El Seibo;El Seibo;18.7640;-69.0350;Dominican Republic;DO;DOM;Yuma;minor;23547;1214331828
Cotuí;Cotui;19.0590;-70.1520;Dominican Republic;DO;DOM;Cibao Sur;minor;41641;1214299029
Pedernales;Pedernales;18.0380;-71.7410;Dominican Republic;DO;DOM;Enriquillo;minor;11072;1214415453
Neiba;Neiba;18.4666;-71.4166;Dominican Republic;DO;DOM;Enriquillo;minor;25731;1214562502
Jimaní;Jimani;18.4930;-71.8510;Dominican Republic;DO;DOM;Enriquillo;minor;6567;1214388193
Comendador;Comendador;18.8760;-71.7070;Dominican Republic;DO;DOM;El Valle;minor;43894;1214626724
Monte Cristi;Monte Cristi;19.8670;-71.6500;Dominican Republic;DO;DOM;Cibao Noroeste;minor;17001;1214970157
Sabaneta;Sabaneta;19.5050;-71.3450;Dominican Republic;DO;DOM;Cibao Noroeste;minor;16380;1214181927
Dajabón;Dajabon;19.5480;-71.7050;Dominican Republic;DO;DOM;Cibao Noroeste;minor;16398;1214367800
Puerto Plata;Puerto Plata;19.7902;-70.6902;Dominican Republic;DO;DOM;Cibao Norte;minor;119897;1214279422
Moca;Moca;19.3970;-70.5230;Dominican Republic;DO;DOM;Cibao Norte;minor;61834;1214863528
Samaná;Samana;19.2120;-69.3320;Dominican Republic;DO;DOM;Cibao Nordeste;minor;11432;1214655701
Higuey;Higuey;18.6160;-68.7080;Dominican Republic;DO;DOM;Yuma;minor;123787;1214313712
Monte Plata;Monte Plata;18.8070;-69.7840;Dominican Republic;DO;DOM;Higuamo;minor;15532;1214856228
Hato Mayor;Hato Mayor;18.7640;-69.2570;Dominican Republic;DO;DOM;Higuamo;minor;35999;1214232592
Nagua;Nagua;19.3760;-69.8470;Dominican Republic;DO;DOM;Cibao Nordeste;minor;33862;1214449469
Salcedo;Salcedo;19.3830;-70.4167;Dominican Republic;DO;DOM;Cibao Nordeste;minor;45299;1214901060
Azua;Azua;18.4540;-70.7290;Dominican Republic;DO;DOM;Valdesia;minor;59139;1214004418
Baní;Bani;18.2800;-70.3310;Dominican Republic;DO;DOM;Valdesia;minor;66709;1214720035
Bonao;Bonao;18.9420;-70.4090;Dominican Republic;DO;DOM;Cibao Sur;minor;73269;1214793175
San Francisco de Macorís;San Francisco de Macoris;19.3000;-70.2500;Dominican Republic;DO;DOM;Cibao Nordeste;admin;152538;1214710545
Mao;Mao;19.5520;-71.0750;Dominican Republic;DO;DOM;Cibao Noroeste;admin;48297;1214217168
Santo Domingo Este;Santo Domingo Este;18.4885;-69.8571;Dominican Republic;DO;DOM;Ozama;admin;;1214664832
San Cristóbal;San Cristobal;18.4160;-70.1090;Dominican Republic;DO;DOM;Valdesia;admin;154040;1214335207
La Romana;La Romana;18.4170;-68.9666;Dominican Republic;DO;DOM;Yuma;admin;208437;1214760518
Santiago;Santiago;19.5000;-70.6700;Dominican Republic;DO;DOM;Cibao Norte;admin;1550753;1214985348
Santo Domingo;Santo Domingo;18.4701;-69.9001;Dominican Republic;DO;DOM;Ozama;primary;2154000;1214636202
La Vega;La Vega;19.2166;-70.5166;Dominican Republic;DO;DOM;Cibao Sur;admin;163197;1214691060
San Juan;San Juan;18.8070;-71.2290;Dominican Republic;DO;DOM;El Valle;admin;72950;1214608846
Barahona;Barahona;18.2004;-71.1000;Dominican Republic;DO;DOM;Enriquillo;admin;90128;1214900129
San Pedro de Macorís;San Pedro de Macoris;18.4504;-69.3000;Dominican Republic;DO;DOM;Higuamo;admin;217899;1214233006
Bávaro;Bavaro;18.7170;-68.4500;Dominican Republic;DO;DOM;Yuma;;795;1214902144
Béni Ounif;Beni Ounif;32.0493;-1.2514;Algeria;DZ;DZA;Béchar;;5628;1012327989
Algiers;Algiers;36.7631;3.0506;Algeria;DZ;DZA;Alger;primary;3354000;1012973369
Hassi Messaoud;Hassi Messaoud;31.7023;6.0545;Algeria;DZ;DZA;Ouargla;;18124;1012339655
Ouargla;Ouargla;31.9700;5.3400;Algeria;DZ;DZA;Ouargla;admin;176271;1012425687
Touggourt;Touggourt;33.1000;6.0600;Algeria;DZ;DZA;Ouargla;;133954;1012546670
Djanet;Djanet;24.5529;9.4823;Algeria;DZ;DZA;Illizi;;666;1012827195
Illizi;Illizi;26.4834;8.4666;Algeria;DZ;DZA;Illizi;admin;7957;1012499058
I-n-Amenas;I-n-Amenas;28.0503;9.5500;Algeria;DZ;DZA;Illizi;;216;1012221429
Annaba;Annaba;36.9200;7.7600;Algeria;DZ;DZA;Annaba;admin;503524;1012600001
El Oued;El Oued;33.3704;6.8600;Algeria;DZ;DZA;El Oued;admin;177497;1012148937
Laghouat;Laghouat;33.8100;2.8800;Algeria;DZ;DZA;Laghouat;admin;113872;1012233848
Tlimcen;Tlimcen;34.8904;-1.3200;Algeria;DZ;DZA;Tlemcen;admin;229777;1012978325
Oran;Oran;35.7100;-0.6200;Algeria;DZ;DZA;Oran;admin;798000;1012126319
Mostaganem;Mostaganem;35.9404;0.0900;Algeria;DZ;DZA;Mostaganem;admin;188354;1012061703
Relizane;Relizane;35.7373;0.5560;Algeria;DZ;DZA;Relizane;admin;;1012939885
Tissemsilt;Tissemsilt;35.6072;1.8108;Algeria;DZ;DZA;Tissemsilt;admin;;1012743339
Saïda;Saida;34.8404;0.1400;Algeria;DZ;DZA;Saïda;admin;142213;1012285874
Sidi bel Abbes;Sidi bel Abbes;35.1903;-0.6400;Algeria;DZ;DZA;Sidi Bel Abbès;admin;208604;1012123414
Mascara;Mascara;35.4004;0.1400;Algeria;DZ;DZA;Mascara;admin;108230;1012738269
Chlef;Chlef;36.1704;1.3200;Algeria;DZ;DZA;Chlef;admin;449167;1012772239
Djelfa;Djelfa;34.6800;3.2500;Algeria;DZ;DZA;Djelfa;admin;170901;1012268984
Tiarat;Tiarat;35.3804;1.3200;Algeria;DZ;DZA;Tiaret;admin;184195;1012785868
Aïn Defla;Ain Defla;36.2641;1.9679;Algeria;DZ;DZA;Aïn Defla;admin;;1012656497
Tipasa;Tipasa;36.5897;2.4475;Algeria;DZ;DZA;Tipaza;admin;;1012866308
Blida;Blida;36.4203;2.8300;Algeria;DZ;DZA;Blida;admin;511348;1012045589
Béchar;Bechar;31.6111;-2.2300;Algeria;DZ;DZA;Béchar;admin;143382;1012371820
Ghardaia;Ghardaia;32.4900;3.6700;Algeria;DZ;DZA;Ghardaïa;admin;125480;1012074690
El Bayadh;El Bayadh;33.6904;1.0100;Algeria;DZ;DZA;El Bayadh;admin;67413;1012906892
Naama;Naama;33.2667;-0.3167;Algeria;DZ;DZA;Naama;admin;;1012850542
Adrar;Adrar;27.8700;-0.2900;Algeria;DZ;DZA;Adrar;admin;56910;1012462113
El Goléa;El Golea;30.5666;2.8833;Algeria;DZ;DZA;Ghardaïa;;32049;1012834851
In Amguel;In Amguel;23.6939;5.1647;Algeria;DZ;DZA;Tamanrasset;;3030;1012162135
Tamanrasset;Tamanrasset;22.7850;5.5228;Algeria;DZ;DZA;Tamanrasset;admin;76000;1012765474
Reggane;Reggane;26.7000;0.1666;Algeria;DZ;DZA;Adrar;;32974;1012709576
I-n-Salah;I-n-Salah;27.2166;2.4666;Algeria;DZ;DZA;Tamanrasset;;49223;1012201146
Tindouf;Tindouf;27.6742;-8.1478;Algeria;DZ;DZA;Tindouf;admin;18270;1012450434
Timimoun;Timimoun;29.2365;0.2700;Algeria;DZ;DZA;Adrar;;49237;1012351010
Médéa;Medea;36.2704;2.7700;Algeria;DZ;DZA;Médéa;admin;147707;1012758282
Boumerdes;Boumerdes;36.7590;3.4748;Algeria;DZ;DZA;Boumerdes;admin;;1012627486
Béjaïa;Bejaia;36.7604;5.0700;Algeria;DZ;DZA;Bejaïa;admin;384937;1012140298
Bouïra;Bouira;36.3805;3.9000;Algeria;DZ;DZA;Bouira;admin;110144;1012006499
Tizi-Ouzou;Tizi-Ouzou;36.8000;4.0333;Algeria;DZ;DZA;Tizi Ouzou;admin;144000;1012126997
Bordj Bou Arréridj;Bordj Bou Arreridj;36.0590;4.6300;Algeria;DZ;DZA;Bordj Bou Arréridj;admin;140000;1012016677
M'sila;M'sila;35.7000;4.5450;Algeria;DZ;DZA;M’sila;admin;150000;1012857730
Biskra;Biskra;34.8600;5.7300;Algeria;DZ;DZA;Biskra;admin;202103;1012947247
Batna;Batna;35.5700;6.1700;Algeria;DZ;DZA;Batna;admin;280798;1012093229
Guelma;Guelma;36.4660;7.4280;Algeria;DZ;DZA;Guelma;admin;123590;1012266321
Skikda;Skikda;36.8804;6.9000;Algeria;DZ;DZA;Skikda;admin;225181;1012619903
Jijel;Jijel;36.8220;5.7660;Algeria;DZ;DZA;Jijel;admin;148000;1012782547
Constantine;Constantine;36.3600;6.5999;Algeria;DZ;DZA;Constantine;admin;605179;1012275076
Sétif;Setif;36.1800;5.4000;Algeria;DZ;DZA;Sétif;admin;274744;1012981116
Sefra;Sefra;32.7604;-0.5799;Algeria;DZ;DZA;Naama;;63420;1012884513
Abadla;Abadla;31.0171;-2.7333;Algeria;DZ;DZA;Béchar;;14364;1012262770
El Tarf;El Tarf;36.7672;8.3138;Algeria;DZ;DZA;El Tarf;admin;;1012205687
Oum el Bouaghi;Oum el Bouaghi;35.8500;7.1500;Algeria;DZ;DZA;Oum el Bouaghi;admin;100821;1012958880
Mila;Mila;36.4503;6.2644;Algeria;DZ;DZA;Mila;admin;;1012656063
Tébessa;Tebessa;35.4104;8.1200;Algeria;DZ;DZA;Tébessa;admin;171742;1012196375
Khenchela;Khenchela;35.4358;7.1433;Algeria;DZ;DZA;Khenchela;admin;;1012495148
Souk Ahras;Souk Ahras;36.2904;7.9500;Algeria;DZ;DZA;Souk Ahras;admin;134947;1012419619
Aïn Temouchent;Ain Temouchent;35.2975;-1.1404;Algeria;DZ;DZA;Aïn Temouchent;admin;;1012763655
Valdez;Valdez;1.2671;-78.9855;Ecuador;EC;ECU;Esmeraldas;;11441;1218064465
Piñas;Pinas;-3.6700;-79.6500;Ecuador;EC;ECU;El Oro;;16981;1218213967
Alausí;Alausi;-2.1900;-78.8500;Ecuador;EC;ECU;Chimborazo;;14294;1218578121
Yaupi;Yaupi;-2.8543;-77.9363;Ecuador;EC;ECU;Morona-Santiago;;293;1218516951
Quito;Quito;-0.2150;-78.5001;Ecuador;EC;ECU;Pichincha;primary;1701000;1218441993
San Gabriel;San Gabriel;0.6100;-77.8400;Ecuador;EC;ECU;Carchi;;16066;1218199820
Jipijapa;Jipijapa;-1.3496;-80.5800;Ecuador;EC;ECU;Manabí;;35901;1218962184
Santa Cruz;Santa Cruz;-0.5333;-90.3500;Ecuador;EC;ECU;Galápagos;;11262;1218773967
Puerto Villamil;Puerto Villamil;-0.9333;-91.0167;Ecuador;EC;ECU;Galápagos;;2200;1218383536
Cayambe;Cayambe;0.0504;-78.1600;Ecuador;EC;ECU;Pichincha;;27881;1218475970
Salinas;Salinas;-2.2000;-80.9800;Ecuador;EC;ECU;Guayas;;43862;1218838548
San Lorenzo;San Lorenzo;1.2704;-78.8601;Ecuador;EC;ECU;Esmeraldas;;20209;1218156660
Milagro;Milagro;-2.1796;-79.6000;Ecuador;EC;ECU;Guayas;;109970;1218568564
Muisne;Muisne;0.6100;-80.0200;Ecuador;EC;ECU;Esmeraldas;;13393;1218271569
Zamora;Zamora;-4.0696;-78.9700;Ecuador;EC;ECU;Zamora-Chinchipe;admin;15276;1218873167
Nueva Loja;Nueva Loja;0.0906;-76.8884;Ecuador;EC;ECU;Sucumbíos;admin;;1218895755
Manta;Manta;-0.9800;-80.7300;Ecuador;EC;ECU;Manabí;;183166;1218160109
Chone;Chone;-0.6896;-80.0900;Ecuador;EC;ECU;Manabí;;44751;1218083347
Sangolquí;Sangolqui;-0.3100;-78.4600;Ecuador;EC;ECU;Pichincha;;178582;1218715616
Macará;Macara;-4.3796;-79.9500;Ecuador;EC;ECU;Loja;;13035;1218426387
Guayaquil;Guayaquil;-2.2200;-79.9200;Ecuador;EC;ECU;Guayas;admin;2514000;1218802178
Ibarra;Ibarra;0.3604;-78.1300;Ecuador;EC;ECU;Imbabura;admin;146741;1218479054
Loja;Loja;-3.9900;-79.2100;Ecuador;EC;ECU;Loja;admin;126368;1218739896
Babahoyo;Babahoyo;-1.7996;-79.5400;Ecuador;EC;ECU;Los Ríos;admin;76279;1218156392
Portoviejo;Portoviejo;-1.0600;-80.4600;Ecuador;EC;ECU;Manabí;admin;213601;1218169586
Macas;Macas;-2.3096;-78.1200;Ecuador;EC;ECU;Morona-Santiago;admin;23687;1218176372
Puyo;Puyo;-1.4830;-77.9870;Ecuador;EC;ECU;Pastaza;admin;24881;1218537461
Ambato;Ambato;-1.2696;-78.6200;Ecuador;EC;ECU;Tungurahua;admin;281425;1218046148
Tena;Tena;-0.9796;-77.8100;Ecuador;EC;ECU;Napo;admin;31126;1218759537
Puerto Francisco de Orellana;Puerto Francisco de Orellana;-0.4664;-76.9872;Ecuador;EC;ECU;Orellana;admin;;1218387446
Santo Domingo de los Colorados;Santo Domingo de los Colorados;-0.2530;-79.1754;Ecuador;EC;ECU;Santo Domingo de los Tsáchilas;admin;;1218148017
Santa Elena;Santa Elena;-2.2262;-80.8587;Ecuador;EC;ECU;Santa Elena;admin;;1218296446
Puerto Baquerizo Moreno;Puerto Baquerizo Moreno;-0.9000;-89.6000;Ecuador;EC;ECU;Galápagos;admin;6030;1218093882
Cuenca;Cuenca;-2.9000;-79.0000;Ecuador;EC;ECU;Azuay;admin;286878;1218041020
Guaranda;Guaranda;-1.6100;-79.0100;Ecuador;EC;ECU;Bolívar;admin;27866;1218581593
Azogues;Azogues;-2.7400;-78.8400;Ecuador;EC;ECU;Cañar;admin;69087;1218651012
Tulcán;Tulcan;0.8220;-77.7320;Ecuador;EC;ECU;Carchi;admin;83000;1218976878
Riobamba;Riobamba;-1.6700;-78.6500;Ecuador;EC;ECU;Chimborazo;admin;172464;1218552075
Latacunga;Latacunga;-0.9296;-78.6100;Ecuador;EC;ECU;Cotopaxi;admin;94972;1218947988
Machala;Machala;-3.2600;-79.9600;Ecuador;EC;ECU;El Oro;admin;213034;1218378191
Esmeraldas;Esmeraldas;0.9304;-79.6700;Ecuador;EC;ECU;Esmeraldas;admin;173101;1218601363
Valga;Valga;57.7744;26.0453;Estonia;EE;EST;Valgamaa;admin;;1233406308
Viljandi;Viljandi;58.3639;25.5900;Estonia;EE;EST;Viljandimaa;admin;20309;1233067368
Tallinn;Tallinn;59.4339;24.7280;Estonia;EE;EST;Harjumaa;primary;394024;1233260021
Kärdla;Kardla;58.9978;22.7492;Estonia;EE;EST;Hiiumaa;admin;;1233977488
Rakvere;Rakvere;59.3464;26.3558;Estonia;EE;EST;Lääne-Virumaa;admin;;1233049348
Pärnu;Parnu;58.3747;24.5136;Estonia;EE;EST;Pärnumaa;admin;44192;1233955054
Paide;Paide;58.8856;25.5572;Estonia;EE;EST;Järvamaa;admin;;1233393684
Jõgeva;Jogeva;58.7467;26.3939;Estonia;EE;EST;Jõgevamaa;admin;;1233192849
Põlva;Polva;58.0603;27.0694;Estonia;EE;EST;Põlvamaa;admin;;1233866730
Tartu;Tartu;58.3839;26.7099;Estonia;EE;EST;Tartumaa;admin;101092;1233809410
Rapla;Rapla;59.0072;24.7928;Estonia;EE;EST;Raplamaa;admin;;1233013333
Kuressaare;Kuressaare;58.2481;22.5039;Estonia;EE;EST;Saaremaa;admin;;1233341219
Jõhvi;Johvi;59.3592;27.4211;Estonia;EE;EST;Ida-Virumaa;admin;;1233731045
Võru;Voru;57.8339;27.0194;Estonia;EE;EST;Võrumaa;admin;;1233754374
Haapsalu;Haapsalu;58.9431;23.5414;Estonia;EE;EST;Läänemaa;admin;11805;1233967642
Kohtla-Järve;Kohtla-Jarve;59.4000;27.2833;Estonia;EE;EST;Ida-Virumaa;minor;46060;1233016348
Narva;Narva;59.3776;28.1603;Estonia;EE;EST;Ida-Virumaa;minor;66980;1233751159
Berenice;Berenice;23.9460;35.4842;Egypt;EG;EGY;Al Baḩr al Aḩmar;;10;1818107956
Beni Mazar;Beni Mazar;28.4904;30.8100;Egypt;EG;EGY;Al Minyā;;79553;1818729843
Samalut;Samalut;28.3004;30.7100;Egypt;EG;EGY;Al Minyā;;152097;1818180512
El Mansura;El Mansura;31.0504;31.3800;Egypt;EG;EGY;Ad Daqahlīyah;admin;600000;1818255319
Mallawi;Mallawi;27.7304;30.8400;Egypt;EG;EGY;Al Minyā;;217365;1818284236
El Minya;El Minya;28.0900;30.7500;Egypt;EG;EGY;Al Minyā;admin;500000;1818607968
Siwa;Siwa;29.2000;25.5167;Egypt;EG;EGY;Maţrūḩ;;23080;1818755237
Matruh;Matruh;31.3504;27.2300;Egypt;EG;EGY;Maţrūḩ;admin;103470;1818661611
Qena;Qena;26.1505;32.7200;Egypt;EG;EGY;Qinā;admin;302027;1818868450
Salum;Salum;31.5670;25.1500;Egypt;EG;EGY;Maţrūḩ;;7330;1818639105
El Daba;El Daba;31.0338;28.4333;Egypt;EG;EGY;Maţrūḩ;;14212;1818525598
El Faiyum;El Faiyum;29.3100;30.8400;Egypt;EG;EGY;Al Fayyūm;admin;316772;1818281002
Asyut;Asyut;27.1900;31.1799;Egypt;EG;EGY;Asyūţ;admin;420585;1818456592
Bur Safaga;Bur Safaga;26.7337;33.9333;Egypt;EG;EGY;Al Baḩr al Aḩmar;;32944;1818038126
El Alamein;El Alamein;30.8171;28.9500;Egypt;EG;EGY;Maţrūḩ;;7400;1818237095
Kom Ombo;Kom Ombo;24.4700;32.9500;Egypt;EG;EGY;Aswān;;303962;1818527731
El Giza;El Giza;30.0100;31.1900;Egypt;EG;EGY;Al Jīzah;admin;2681863;1818925479
Isna;Isna;25.2904;32.5499;Egypt;EG;EGY;Qinā;;100000;1818782058
El Kharga;El Kharga;25.4400;30.5500;Egypt;EG;EGY;Al Wādī al Jadīd;admin;49991;1818872500
Qasr Farafra;Qasr Farafra;27.0671;27.9666;Egypt;EG;EGY;Al Wādī al Jadīd;;5000;1818000020
Girga;Girga;26.3304;31.8800;Egypt;EG;EGY;Sūhāj;;128250;1818327836
El Qasr;El Qasr;25.7004;28.8833;Egypt;EG;EGY;Al Wādī al Jadīd;;1716;1818618401
Hurghada;Hurghada;27.2300;33.8300;Egypt;EG;EGY;Al Baḩr al Aḩmar;admin;157204;1818666245
Sohag;Sohag;26.5504;31.7000;Egypt;EG;EGY;Sūhāj;admin;600000;1818460403
El Tur;El Tur;28.2394;33.6148;Egypt;EG;EGY;Janūb Sīnā’;admin;27628;1818306172
Bur Said;Bur Said;31.2600;32.2900;Egypt;EG;EGY;Būr Sa‘īd;admin;623864;1818628574
Tanta;Tanta;30.7904;31.0000;Egypt;EG;EGY;Al Gharbīyah;admin;404901;1818501770
Ismaïlia;Ismailia;30.5903;32.2600;Egypt;EG;EGY;Al Ismā‘īlīyah;admin;656135;1818532766
Suez;Suez;30.0050;32.5499;Egypt;EG;EGY;As Suways;admin;508335;1818495972
Beni Suef;Beni Suef;29.0804;31.0900;Egypt;EG;EGY;Banī Suwayf;admin;489450;1818902849
Aswan;Aswan;24.0875;32.8989;Egypt;EG;EGY;Aswān;admin;313442;1818262512
Cairo;Cairo;30.0500;31.2500;Egypt;EG;EGY;Al Qāhirah;primary;11893000;1818253931
Benha;Benha;30.4667;31.1833;Egypt;EG;EGY;Al Qalyūbīyah;admin;167029;1818596265
Dumyat;Dumyat;31.4204;31.8200;Egypt;EG;EGY;Dumyāţ;admin;299459;1818333966
Zagazig;Zagazig;30.5833;31.5167;Egypt;EG;EGY;Ash Sharqīyah;admin;285097;1818017750
Alexandria;Alexandria;31.2000;29.9500;Egypt;EG;EGY;Al Iskandarīyah;admin;4165000;1818695837
